WEEK,GEAR,SPECIES,WEIGHT,START,DFOWEEKNUM,YEAR,MONTH
101 SEP 26 - OCT 02,Seine,Pink,3,9/26/2004,101,2004,9
101 SEP 26 - OCT 02,Troll,Pink,286,9/26/2004,101,2004,9
101 SEP 26 - OCT 02,Gillnet,Sockeye,4,9/26/2004,101,2004,9
101 SEP 26 - OCT 02,Troll,Sockeye,12,9/26/2004,101,2004,9
101 SEP 25 - OCT 01,Gillnet,Chinook,2904,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Troll,Chinook,19598,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Gillnet,Chum,238429,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Seine,Chum,157622,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Troll,Chum,8907,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Gillnet,Coho,1275,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Troll,Coho,3389,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Gillnet,Pink,196,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Troll,Pink,41,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Gillnet,Sockeye,253,9/25/2005,101,2005,9
101 SEP 25 - OCT 01,Troll,Sockeye,68,9/25/2005,101,2005,9
101 OCT 01 - OCT 07,Gillnet,Chinook,140,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Troll,Chinook,57530,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Gillnet,Chum,542800,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Seine,Chum,1931161,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Troll,Chum,99396,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Gillnet,Coho,3469,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Troll,Coho,1720,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Gillnet,Pink,1,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Seine,Pink,32,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Troll,Pink,14,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Gillnet,Sockeye,13,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Seine,Sockeye,27,10/1/2006,101,2006,10
101 OCT 01 - OCT 07,Troll,Sockeye,147,10/1/2006,101,2006,10
101 SEP 29 - OCT 06,Gillnet,Chinook,1751,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Troll,Chinook,246,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Gillnet,Chum,214430,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Seine,Chum,481454,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Troll,Chum,46534,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Gillnet,Coho,2259,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Troll,Coho,11,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Gillnet,Pink,1140,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Seine,Pink,53,9/30/2007,101,2007,9
101 SEP 29 - OCT 06,Troll,Pink,7,9/30/2007,101,2007,9
101 SEP 28 - OCT 04,Gillnet,Chinook,164,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Troll,Chinook,20396,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Gillnet,Chum,64779,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Seine,Chum,294346,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Troll,Chum,1147,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Gillnet,Coho,985,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Troll,Coho,533,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Seine,Pink,26,9/28/2008,101,2008,9
101 SEP 28 - OCT 04,Troll,Pink,122,9/28/2008,101,2008,9
101 SEP 27 - OCT 03,Gillnet,Chinook,751,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Troll,Chinook,4268,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Gillnet,Chum,97823,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Seine,Chum,5,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Troll,Chum,5205,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Gillnet,Coho,3139,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Troll,Coho,7563,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Gillnet,Pink,7,9/27/2009,101,2009,9
101 SEP 27 - OCT 03,Troll,Pink,408,9/27/2009,101,2009,9
101 SEP 26 - OCT 02,Gillnet,Chinook,2314,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Troll,Chinook,11107,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Gillnet,Chum,47078,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Troll,Chum,972,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Gillnet,Coho,3911,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Troll,Coho,8599,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Gillnet,Pink,5,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Troll,Pink,2,9/26/2010,101,2010,9
101 SEP 26 - OCT 02,Gillnet,Sockeye,866,9/26/2010,101,2010,9
101 SEP 25 - OCT 01,Gillnet,Chinook,3445,9/25/2011,101,2011,9
101 SEP 25 - OCT 01,Gillnet,Chum,89642,9/25/2011,101,2011,9
101 SEP 25 - OCT 01,Troll,Chum,2597,9/25/2011,101,2011,9
101 SEP 25 - OCT 01,Gillnet,Coho,2748,9/25/2011,101,2011,9
101 SEP 25 - OCT 01,Troll,Coho,2138,9/25/2011,101,2011,9
101 SEP 25 - OCT 01,Gillnet,Pink,1375,9/25/2011,101,2011,9
101 SEP 25 - OCT 01,Troll,Pink,246,9/25/2011,101,2011,9
101 SEP 25 - OCT 01,Gillnet,Sockeye,538,9/25/2011,101,2011,9
101 SEP 30 - OCT 06,Gillnet,Chinook,145,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Troll,Chinook,17008,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Gillnet,Chum,49187,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Seine,Chum,793367,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Troll,Chum,5596,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Gillnet,Coho,1746,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Troll,Coho,7005,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Gillnet,Pink,3,9/30/2012,101,2012,9
101 SEP 30 - OCT 06,Seine,Pink,156,9/30/2012,101,2012,9
102 OCT 06 - OCT 12,Gillnet,Chinook,329,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Gillnet,Chum,129188,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Seine,Chum,28296,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Troll,Chum,7093,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Gillnet,Coho,541,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Troll,Coho,36082,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Troll,Pink,115,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Gillnet,Sockeye,2,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Troll,Sockeye,13,10/6/1996,102,1996,10
102 OCT 06 - OCT 12,Gillnet,Steelhead,69,10/6/1996,102,1996,10
102 OCT 05 - OCT 11,Gillnet,Chinook,1000,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Troll,Chinook,9092,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Gillnet,Chum,439040,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Troll,Chum,112,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Gillnet,Coho,76,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Troll,Coho,167,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Gillnet,Pink,9,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Troll,Pink,1560,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Gillnet,Sockeye,11,10/5/1997,102,1997,10
102 OCT 05 - OCT 11,Troll,Sockeye,664,10/5/1997,102,1997,10
102 OCT 04 - OCT 10,Gillnet,Chinook,233,10/4/1998,102,1998,10
102 OCT 04 - OCT 10,Troll,Chinook,37144,10/4/1998,102,1998,10
102 OCT 04 - OCT 10,Gillnet,Chum,699330,10/4/1998,102,1998,10
102 OCT 04 - OCT 10,Seine,Chum,97363,10/4/1998,102,1998,10
102 OCT 04 - OCT 10,Troll,Chum,135017,10/4/1998,102,1998,10
102 OCT 04 - OCT 10,Troll,Pink,2,10/4/1998,102,1998,10
102 OCT 03 - OCT 09,Gillnet,Chinook,770,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Troll,Chinook,26177,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Gillnet,Chum,334543,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Seine,Chum,78315,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Troll,Chum,3865,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Gillnet,Coho,423,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Seine,Coho,268,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Gillnet,Pink,130,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Troll,Pink,83,10/3/1999,102,1999,10
102 OCT 03 - OCT 09,Gillnet,Sockeye,8,10/3/1999,102,1999,10
102 OCT 01 - OCT 07,Gillnet,Chinook,630,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Troll,Chinook,12061,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Gillnet,Chum,86392,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Seine,Chum,766636,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Troll,Chum,431,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Gillnet,Coho,1005,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Gillnet,Pink,2,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Seine,Pink,160,10/1/2000,102,2000,10
102 OCT 01 - OCT 07,Gillnet,Sockeye,4,10/1/2000,102,2000,10
102 OCT 07 - OCT 13,Gillnet,Chinook,73,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Troll,Chinook,3242,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Gillnet,Chum,143077,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Seine,Chum,155093,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Troll,Chum,28136,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Gillnet,Coho,252,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Seine,Coho,26,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Gillnet,Pink,104,10/7/2001,102,2001,10
102 OCT 07 - OCT 13,Troll,Pink,32,10/7/2001,102,2001,10
102 OCT 06 - OCT 12,Gillnet,Chinook,713,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Troll,Chinook,63610,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Gillnet,Chum,585119,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Seine,Chum,78371,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Troll,Chum,75971,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Gillnet,Coho,53,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Troll,Coho,222,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Gillnet,Pink,2,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Troll,Pink,7,10/6/2002,102,2002,10
102 OCT 06 - OCT 12,Troll,Sockeye,29,10/6/2002,102,2002,10
102 OCT 05 - OCT 11,Gillnet,Chinook,367,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Troll,Chinook,1842,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Gillnet,Chum,590644,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Seine,Chum,1225721,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Troll,Chum,155442,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Gillnet,Coho,1018,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Seine,Coho,4,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Gillnet,Pink,141,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Seine,Pink,286,10/5/2003,102,2003,10
102 OCT 05 - OCT 11,Troll,Pink,9,10/5/2003,102,2003,10
102 OCT 03 - OCT 09,Gillnet,Chinook,472,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Troll,Chinook,42153,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Gillnet,Chum,492199,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Seine,Chum,1794224,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Troll,Chum,333340,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Gillnet,Coho,6232,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Seine,Coho,2390,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Seine,Pink,5,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Gillnet,Sockeye,3,10/3/2004,102,2004,10
102 OCT 03 - OCT 09,Seine,Steelhead,5,10/3/2004,102,2004,10
102 OCT 02 - OCT 08,Gillnet,Chinook,2211,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Troll,Chinook,29727,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Gillnet,Chum,771968,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Seine,Chum,916681,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Troll,Chum,175115,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Gillnet,Coho,897,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Troll,Coho,1108,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Gillnet,Pink,923,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Seine,Pink,707,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Troll,Pink,284,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Gillnet,Sockeye,15,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Seine,Sockeye,615,10/2/2005,102,2005,10
102 OCT 02 - OCT 08,Troll,Sockeye,2216,10/2/2005,102,2005,10
102 OCT 08 - OCT 14,Gillnet,Chinook,177,10/8/2006,102,2006,10
102 OCT 08 - OCT 14,Gillnet,Chum,564758,10/8/2006,102,2006,10
102 OCT 08 - OCT 14,Seine,Chum,459,10/8/2006,102,2006,10
102 OCT 08 - OCT 14,Troll,Chum,87057,10/8/2006,102,2006,10
102 OCT 08 - OCT 14,Gillnet,Coho,305,10/8/2006,102,2006,10
102 OCT 08 - OCT 14,Seine,Pink,222,10/8/2006,102,2006,10
102 OCT 08 - OCT 14,Gillnet,Sockeye,15,10/8/2006,102,2006,10
102 OCT 08 - OCT 14,Seine,Sockeye,8940,10/8/2006,102,2006,10
102 OCT 07 - OCT 13,Gillnet,Chinook,1190,10/7/2007,102,2007,10
102 OCT 07 - OCT 13,Gillnet,Chum,563485,10/7/2007,102,2007,10
102 OCT 07 - OCT 13,Troll,Chum,84928,10/7/2007,102,2007,10
102 OCT 07 - OCT 13,Gillnet,Coho,437,10/7/2007,102,2007,10
102 OCT 05 - OCT 11,Gillnet,Chinook,47,10/5/2008,102,2008,10
102 OCT 05 - OCT 11,Gillnet,Chum,134143,10/5/2008,102,2008,10
102 OCT 05 - OCT 11,Seine,Chum,75491,10/5/2008,102,2008,10
102 OCT 05 - OCT 11,Troll,Chum,33928,10/5/2008,102,2008,10
102 OCT 05 - OCT 11,Gillnet,Coho,1437,10/5/2008,102,2008,10
102 OCT 05 - OCT 11,Troll,Coho,168,10/5/2008,102,2008,10
102 OCT 05 - OCT 11,Troll,Pink,48,10/5/2008,102,2008,10
102 OCT 04 - OCT 10,Gillnet,Chinook,538,10/4/2009,102,2009,10
102 OCT 04 - OCT 10,Gillnet,Chum,225196,10/4/2009,102,2009,10
102 OCT 04 - OCT 10,Seine,Chum,705774,10/4/2009,102,2009,10
102 OCT 04 - OCT 10,Troll,Chum,81696,10/4/2009,102,2009,10
102 OCT 04 - OCT 10,Gillnet,Coho,1716,10/4/2009,102,2009,10
102 OCT 04 - OCT 10,Gillnet,Pink,5,10/4/2009,102,2009,10
102 OCT 03 - OCT 09,Gillnet,Chinook,2302,10/3/2010,102,2010,10
102 OCT 03 - OCT 09,Troll,Chinook,239,10/3/2010,102,2010,10
102 OCT 03 - OCT 09,Gillnet,Chum,76386,10/3/2010,102,2010,10
102 OCT 03 - OCT 09,Seine,Chum,143999,10/3/2010,102,2010,10
102 OCT 03 - OCT 09,Gillnet,Coho,2382,10/3/2010,102,2010,10
102 OCT 03 - OCT 09,Troll,Coho,2565,10/3/2010,102,2010,10
102 OCT 03 - OCT 09,Troll,Pink,443,10/3/2010,102,2010,10
102 OCT 03 - OCT 09,Gillnet,Sockeye,1044,10/3/2010,102,2010,10
102 OCT 02 - OCT 08,Gillnet,Chinook,3849,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Gillnet,Chum,37442,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Seine,Chum,630287,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Troll,Chum,31881,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Gillnet,Coho,1825,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Seine,Coho,16,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Gillnet,Pink,219,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Seine,Pink,1062,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Troll,Pink,36,10/2/2011,102,2011,10
102 OCT 02 - OCT 08,Gillnet,Sockeye,3,10/2/2011,102,2011,10
102 OCT 07 - OCT 13,Gillnet,Chinook,147,10/7/2012,102,2012,10
102 OCT 07 - OCT 13,Troll,Chinook,10106,10/7/2012,102,2012,10
102 OCT 07 - OCT 13,Gillnet,Chum,243995,10/7/2012,102,2012,10
102 OCT 07 - OCT 13,Troll,Chum,23020,10/7/2012,102,2012,10
102 OCT 07 - OCT 13,Gillnet,Coho,292,10/7/2012,102,2012,10
102 OCT 07 - OCT 13,Troll,Coho,157,10/7/2012,102,2012,10
103 OCT 13 - OCT 19,Gillnet,Chinook,136,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Gillnet,Chum,59986,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Seine,Chum,81279,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Troll,Chum,207,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Gillnet,Coho,207,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Troll,Coho,5125,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Troll,Pink,670,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Troll,Sockeye,3,10/13/1996,103,1996,10
103 OCT 13 - OCT 19,Gillnet,Steelhead,99,10/13/1996,103,1996,10
103 OCT 12 - OCT 18,Gillnet,Chinook,670,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Troll,Chinook,3484,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Gillnet,Chum,630743,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Seine,Chum,81415,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Troll,Chum,37,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Gillnet,Coho,54,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Troll,Coho,89,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Gillnet,Pink,9,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Troll,Pink,64,10/12/1997,103,1997,10
103 OCT 12 - OCT 18,Troll,Sockeye,4,10/12/1997,103,1997,10
103 OCT 11 - OCT 17,Gillnet,Chinook,513,10/11/1998,103,1998,10
103 OCT 11 - OCT 17,Troll,Chinook,4251,10/11/1998,103,1998,10
103 OCT 11 - OCT 17,Gillnet,Chum,277240,10/11/1998,103,1998,10
103 OCT 11 - OCT 17,Seine,Chum,4166106,10/11/1998,103,1998,10
103 OCT 11 - OCT 17,Troll,Chum,87264,10/11/1998,103,1998,10
103 OCT 10 - OCT 16,Gillnet,Chinook,345,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Troll,Chinook,33324,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Gillnet,Chum,306928,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Seine,Chum,243324,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Troll,Chum,715,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Gillnet,Coho,164,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Seine,Coho,184,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Gillnet,Pink,76,10/10/1999,103,1999,10
103 OCT 10 - OCT 16,Troll,Pink,72,10/10/1999,103,1999,10
103 OCT 08 - OCT 14,Gillnet,Chinook,256,10/8/2000,103,2000,10
103 OCT 08 - OCT 14,Troll,Chinook,56449,10/8/2000,103,2000,10
103 OCT 08 - OCT 14,Gillnet,Chum,43281,10/8/2000,103,2000,10
103 OCT 08 - OCT 14,Seine,Chum,88627,10/8/2000,103,2000,10
103 OCT 08 - OCT 14,Troll,Chum,5329,10/8/2000,103,2000,10
103 OCT 08 - OCT 14,Gillnet,Coho,121,10/8/2000,103,2000,10
103 OCT 08 - OCT 14,Troll,Pink,5,10/8/2000,103,2000,10
103 OCT 08 - OCT 14,Gillnet,Sockeye,547,10/8/2000,103,2000,10
103 OCT 14 - OCT 20,Gillnet,Chinook,108,10/14/2001,103,2001,10
103 OCT 14 - OCT 20,Troll,Chinook,4614,10/14/2001,103,2001,10
103 OCT 14 - OCT 20,Gillnet,Chum,311818,10/14/2001,103,2001,10
103 OCT 14 - OCT 20,Seine,Chum,157735,10/14/2001,103,2001,10
103 OCT 14 - OCT 20,Troll,Chum,378,10/14/2001,103,2001,10
103 OCT 14 - OCT 20,Gillnet,Coho,29,10/14/2001,103,2001,10
103 OCT 14 - OCT 20,Seine,Coho,46,10/14/2001,103,2001,10
103 OCT 14 - OCT 20,Gillnet,Pink,4,10/14/2001,103,2001,10
103 OCT 13 - OCT 19,Gillnet,Chinook,260,10/13/2002,103,2002,10
103 OCT 13 - OCT 19,Troll,Chinook,371,10/13/2002,103,2002,10
103 OCT 13 - OCT 19,Gillnet,Chum,361463,10/13/2002,103,2002,10
103 OCT 13 - OCT 19,Seine,Chum,1380318,10/13/2002,103,2002,10
103 OCT 13 - OCT 19,Troll,Chum,43904,10/13/2002,103,2002,10
103 OCT 12 - OCT 18,Gillnet,Chinook,58,10/12/2003,103,2003,10
103 OCT 12 - OCT 18,Gillnet,Chum,494322,10/12/2003,103,2003,10
103 OCT 12 - OCT 18,Seine,Chum,216038,10/12/2003,103,2003,10
103 OCT 12 - OCT 18,Troll,Chum,87566,10/12/2003,103,2003,10
103 OCT 12 - OCT 18,Gillnet,Coho,1516,10/12/2003,103,2003,10
103 OCT 12 - OCT 18,Seine,Pink,15,10/12/2003,103,2003,10
103 OCT 10 - OCT 16,Gillnet,Chinook,596,10/10/2004,103,2004,10
103 OCT 10 - OCT 16,Troll,Chinook,4734,10/10/2004,103,2004,10
103 OCT 10 - OCT 16,Gillnet,Chum,663629,10/10/2004,103,2004,10
103 OCT 10 - OCT 16,Seine,Chum,152655,10/10/2004,103,2004,10
103 OCT 10 - OCT 16,Troll,Chum,22205,10/10/2004,103,2004,10
103 OCT 10 - OCT 16,Gillnet,Coho,6314,10/10/2004,103,2004,10
103 OCT 10 - OCT 16,Seine,Coho,794,10/10/2004,103,2004,10
103 OCT 09 - OCT 15,Gillnet,Chinook,540,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Troll,Chinook,9371,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Gillnet,Chum,1018309,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Seine,Chum,734096,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Troll,Chum,39018,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Gillnet,Coho,894,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Seine,Coho,60,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Troll,Coho,225,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Gillnet,Pink,10,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Seine,Pink,28,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Troll,Pink,13,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Gillnet,Sockeye,9,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Seine,Sockeye,23,10/9/2005,103,2005,10
103 OCT 09 - OCT 15,Troll,Sockeye,36,10/9/2005,103,2005,10
103 OCT 15 - OCT 21,Gillnet,Chinook,76,10/15/2006,103,2006,10
103 OCT 15 - OCT 21,Gillnet,Chum,631676,10/15/2006,103,2006,10
103 OCT 15 - OCT 21,Seine,Chum,547570,10/15/2006,103,2006,10
103 OCT 15 - OCT 21,Troll,Chum,73398,10/15/2006,103,2006,10
103 OCT 15 - OCT 21,Gillnet,Coho,1226,10/15/2006,103,2006,10
103 OCT 15 - OCT 21,Gillnet,Pink,18,10/15/2006,103,2006,10
103 OCT 15 - OCT 21,Gillnet,Sockeye,7,10/15/2006,103,2006,10
103 OCT 14 - OCT 20,Gillnet,Chinook,269,10/14/2007,103,2007,10
103 OCT 14 - OCT 20,Troll,Chinook,1174,10/14/2007,103,2007,10
103 OCT 14 - OCT 20,Gillnet,Chum,140327,10/14/2007,103,2007,10
103 OCT 14 - OCT 20,Troll,Chum,41428,10/14/2007,103,2007,10
103 OCT 14 - OCT 20,Gillnet,Coho,53,10/14/2007,103,2007,10
103 OCT 14 - OCT 20,Troll,Coho,40,10/14/2007,103,2007,10
103 OCT 14 - OCT 20,Troll,Pink,5,10/14/2007,103,2007,10
103 OCT 14 - OCT 20,Gillnet,Sockeye,3,10/14/2007,103,2007,10
103 OCT 12 - OCT 18,Gillnet,Chinook,66,10/12/2008,103,2008,10
103 OCT 12 - OCT 18,Gillnet,Chum,196641,10/12/2008,103,2008,10
103 OCT 12 - OCT 18,Troll,Chum,15369,10/12/2008,103,2008,10
103 OCT 12 - OCT 18,Gillnet,Coho,323,10/12/2008,103,2008,10
103 OCT 11 - OCT 17,Gillnet,Chinook,117,10/11/2009,103,2009,10
103 OCT 11 - OCT 17,Gillnet,Chum,114098,10/11/2009,103,2009,10
103 OCT 11 - OCT 17,Seine,Chum,15403,10/11/2009,103,2009,10
103 OCT 11 - OCT 17,Troll,Chum,85051,10/11/2009,103,2009,10
103 OCT 11 - OCT 17,Gillnet,Coho,17,10/11/2009,103,2009,10
103 OCT 10 - OCT 16,Gillnet,Chinook,313,10/10/2010,103,2010,10
103 OCT 10 - OCT 16,Gillnet,Chum,20937,10/10/2010,103,2010,10
103 OCT 10 - OCT 16,Troll,Chum,294,10/10/2010,103,2010,10
103 OCT 10 - OCT 16,Gillnet,Coho,486,10/10/2010,103,2010,10
103 OCT 09 - OCT 15,Gillnet,Chinook,530,10/9/2011,103,2011,10
103 OCT 09 - OCT 15,Gillnet,Chum,169395,10/9/2011,103,2011,10
103 OCT 09 - OCT 15,Seine,Chum,3043,10/9/2011,103,2011,10
103 OCT 09 - OCT 15,Troll,Chum,93162,10/9/2011,103,2011,10
