SPECIES_GROUP,SPECIES,GEAR,MONTH,VALUE,YEAR
SALMON,CHUM,SALMON GILLNET,Jul-09,183116,2009
SALMON,COHO,SALMON GILLNET,Jul-09,5082,2009
SALMON,PINK,SALMON GILLNET,Jul-09,320867,2009
SALMON,SOCKEYE,SALMON GILLNET,Jul-09,305326,2009
SALMON,STEELHEAD,SALMON GILLNET,Jul-09,71,2009
SALMON,CHUM,SALMON SEINE,Jul-09,18676,2009
SALMON,PINK,SALMON SEINE,Jul-09,4747089,2009
SALMON,SOCKEYE,SALMON SEINE,Jul-09,101352,2009
SALMON,CHINOOK,SALMON TROLL,Jul-09,272197,2009
SALMON,CHUM,SALMON TROLL,Jul-09,304,2009
SALMON,COHO,SALMON TROLL,Jul-09,112150,2009
SALMON,PINK,SALMON TROLL,Jul-09,29041,2009
SALMON,SOCKEYE,SALMON TROLL,Jul-09,51,2009
SKATE,SKATE,HOOK AND LINE,Jul-09,44649,2009
SKATE,SKATE,TRAWL,Jul-09,32920,2009
SOLE,SOLE,HOOK AND LINE,Jul-09,102,2009
SOLE,SOLE,LONGLINE/TRAP,Jul-09,2,2009
SOLE,SOLE,TRAWL,Jul-09,478916,2009
TUNA,TUNA,ALBACORE JIG TROLL,Jul-09,38133,2009
TURBOT,TURBOT,HOOK AND LINE,Jul-09,131,2009
TURBOT,TURBOT,TRAWL,Jul-09,151220,2009
DOGFISH,DOGFISH,HOOK AND LINE,Aug-09,526152,2009
DOGFISH,DOGFISH,TRAWL,Aug-09,149345,2009
FLOUNDER,FLOUNDER,TRAWL,Aug-09,431,2009
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Aug-09,810,2009
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Aug-09,22,2009
HAKE,HAKE,TRAWL,Aug-09,14016219,2009
HALIBUT,HALIBUT,HOOK AND LINE,Aug-09,475718,2009
HALIBUT,HALIBUT,TRAWL,Aug-09,90,2009
HERRING,OTHER HERRING,DIP NET,Aug-09,236,2009
HERRING,OTHER HERRING,HERRING PURSE SEINE,Aug-09,1950,2009
LINGCOD,LINGCOD,HOOK AND LINE,Aug-09,77224,2009
LINGCOD,LINGCOD,TRAWL,Aug-09,240350,2009
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Aug-09,895,2009
OTHER FISH,OTHER FISH,OTHER SEINE,Aug-09,2744139,2009
OTHER FISH,OTHER FISH,TRAWL,Aug-09,5245,2009
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Aug-09,1106,2009
PACIFIC COD,PACIFIC COD,TRAWL,Aug-09,101266,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Aug-09,2,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Aug-09,414968,2009
POLLOCK,POLLOCK,HOOK AND LINE,Aug-09,11,2009
POLLOCK,POLLOCK,TRAWL,Aug-09,192099,2009
REDUCTION,REDUCTION,HOOK AND LINE,Aug-09,16038,2009
REDUCTION,REDUCTION,TRAWL,Aug-09,6886,2009
ROCKFISH,ROCKFISH,HOOK AND LINE,Aug-09,85176,2009
ROCKFISH,ROCKFISH,TRAWL,Aug-09,914031,2009
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Aug-09,1366,2009
ROCKFISH,ROCKFISH,SALMON TROLL,Aug-09,207,2009
SABLEFISH,SABLEFISH,HOOK AND LINE,Aug-09,31162,2009
SABLEFISH,SABLEFISH,TRAWL,Aug-09,20413,2009
SALMON,CHINOOK,SALMON GILLNET,Aug-09,57355,2009
SALMON,CHUM,SALMON GILLNET,Aug-09,27971,2009
SALMON,COHO,SALMON GILLNET,Aug-09,36599,2009
SALMON,PINK,SALMON GILLNET,Aug-09,13537,2009
SALMON,SOCKEYE,SALMON GILLNET,Aug-09,33335,2009
SALMON,STEELHEAD,SALMON GILLNET,Aug-09,309,2009
SALMON,CHINOOK,SALMON SEINE,Aug-09,6647,2009
SALMON,CHUM,SALMON SEINE,Aug-09,12150,2009
SALMON,COHO,SALMON SEINE,Aug-09,58626,2009
SALMON,PINK,SALMON SEINE,Aug-09,7840530,2009
SALMON,SOCKEYE,SALMON SEINE,Aug-09,59601,2009
SALMON,CHINOOK,SALMON TROLL,Aug-09,128078,2009
SALMON,CHUM,SALMON TROLL,Aug-09,414,2009
SALMON,COHO,SALMON TROLL,Aug-09,440359,2009
SALMON,PINK,SALMON TROLL,Aug-09,58713,2009
SALMON,SOCKEYE,SALMON TROLL,Aug-09,3,2009
SKATE,SKATE,HOOK AND LINE,Aug-09,31535,2009
SKATE,SKATE,TRAWL,Aug-09,29629,2009
SOLE,SOLE,HOOK AND LINE,Aug-09,101,2009
SOLE,SOLE,TRAWL,Aug-09,250970,2009
TUNA,TUNA,ALBACORE JIG TROLL,Aug-09,58133,2009
TURBOT,TURBOT,HOOK AND LINE,Aug-09,17,2009
TURBOT,TURBOT,TRAWL,Aug-09,83191,2009
DOGFISH,DOGFISH,HOOK AND LINE,Sep-09,186240,2009
DOGFISH,DOGFISH,TRAWL,Sep-09,146812,2009
FLOUNDER,FLOUNDER,TRAWL,Sep-09,2521,2009
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Sep-09,1190,2009
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Sep-09,67,2009
HAKE,HAKE,TRAWL,Sep-09,14340322,2009
HALIBUT,HALIBUT,HOOK AND LINE,Sep-09,395150,2009
HALIBUT,HALIBUT,TRAWL,Sep-09,218,2009
HERRING,OTHER HERRING,DIP NET,Sep-09,48,2009
LINGCOD,LINGCOD,HOOK AND LINE,Sep-09,126933,2009
LINGCOD,LINGCOD,TRAWL,Sep-09,70619,2009
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Sep-09,17269,2009
MACKEREL,MACKEREL,TRAWL,Sep-09,4,2009
OTHER FISH,OTHER FISH,LONGLINE/TRAP,Sep-09,39,2009
OTHER FISH,OTHER FISH,OTHER SEINE,Sep-09,3773004,2009
OTHER FISH,OTHER FISH,TRAWL,Sep-09,1530,2009
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Sep-09,831,2009
PACIFIC COD,PACIFIC COD,TRAWL,Sep-09,74578,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Sep-09,15,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Sep-09,305538,2009
POLLOCK,POLLOCK,HOOK AND LINE,Sep-09,9,2009
POLLOCK,POLLOCK,TRAWL,Sep-09,99853,2009
REDUCTION,REDUCTION,HOOK AND LINE,Sep-09,874,2009
REDUCTION,REDUCTION,TRAWL,Sep-09,2122,2009
ROCKFISH,ROCKFISH,HOOK AND LINE,Sep-09,125323,2009
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Sep-09,464,2009
ROCKFISH,ROCKFISH,TRAWL,Sep-09,613950,2009
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Sep-09,1596,2009
ROCKFISH,ROCKFISH,SALMON TROLL,Sep-09,2,2009
SABLEFISH,SABLEFISH,HOOK AND LINE,Sep-09,110564,2009
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Sep-09,5816,2009
SABLEFISH,SABLEFISH,TRAWL,Sep-09,10776,2009
SALMON,CHINOOK,SALMON GILLNET,Sep-09,7355,2009
SALMON,CHUM,SALMON GILLNET,Sep-09,99644,2009
SALMON,COHO,SALMON GILLNET,Sep-09,17673,2009
SALMON,PINK,SALMON GILLNET,Sep-09,6987,2009
SALMON,SOCKEYE,SALMON GILLNET,Sep-09,2405,2009
SALMON,STEELHEAD,SALMON GILLNET,Sep-09,24,2009
SALMON,CHUM,SALMON SEINE,Sep-09,10318,2009
SALMON,PINK,SALMON SEINE,Sep-09,406384,2009
SALMON,SOCKEYE,SALMON SEINE,Sep-09,1525,2009
SALMON,CHINOOK,SALMON TROLL,Sep-09,14712,2009
SALMON,CHUM,SALMON TROLL,Sep-09,7732,2009
SALMON,COHO,SALMON TROLL,Sep-09,89132,2009
SALMON,PINK,SALMON TROLL,Sep-09,10319,2009
SKATE,SKATE,HOOK AND LINE,Sep-09,21145,2009
SKATE,SKATE,TRAWL,Sep-09,21792,2009
SOLE,SOLE,HOOK AND LINE,Sep-09,83,2009
SOLE,SOLE,TRAWL,Sep-09,327368,2009
TUNA,TUNA,ALBACORE JIG TROLL,Sep-09,181197,2009
TURBOT,TURBOT,HOOK AND LINE,Sep-09,6,2009
TURBOT,TURBOT,TRAWL,Sep-09,18941,2009
DOGFISH,DOGFISH,HOOK AND LINE,Oct-09,252977,2009
DOGFISH,DOGFISH,TRAWL,Oct-09,86794,2009
FLOUNDER,FLOUNDER,TRAWL,Oct-09,2071,2009
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Oct-09,646,2009
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Oct-09,93,2009
HAKE,HAKE,TRAWL,Oct-09,11153368,2009
HALIBUT,HALIBUT,HOOK AND LINE,Oct-09,698339,2009
HALIBUT,HALIBUT,LONGLINE/TRAP,Oct-09,30,2009
HALIBUT,HALIBUT,TRAWL,Oct-09,484,2009
HERRING,OTHER HERRING,TRAWL,Oct-09,1,2009
LINGCOD,LINGCOD,HOOK AND LINE,Oct-09,118959,2009
LINGCOD,LINGCOD,LONGLINE/TRAP,Oct-09,6,2009
LINGCOD,LINGCOD,TRAWL,Oct-09,81130,2009
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Oct-09,181,2009
OTHER FISH,OTHER FISH,OTHER SEINE,Oct-09,2003529,2009
OTHER FISH,OTHER FISH,TRAWL,Oct-09,3691,2009
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Oct-09,596,2009
PACIFIC COD,PACIFIC COD,TRAWL,Oct-09,39688,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Oct-09,88,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Oct-09,479736,2009
POLLOCK,POLLOCK,TRAWL,Oct-09,575321,2009
REDUCTION,REDUCTION,TRAWL,Oct-09,2913,2009
ROCKFISH,ROCKFISH,HOOK AND LINE,Oct-09,177594,2009
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Oct-09,733,2009
ROCKFISH,ROCKFISH,TRAWL,Oct-09,1049996,2009
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Oct-09,85,2009
SABLEFISH,SABLEFISH,HOOK AND LINE,Oct-09,167808,2009
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Oct-09,9248,2009
SABLEFISH,SABLEFISH,TRAWL,Oct-09,15805,2009
SALMON,CHINOOK,SALMON GILLNET,Oct-09,939,2009
SALMON,CHUM,SALMON GILLNET,Oct-09,674628,2009
SALMON,COHO,SALMON GILLNET,Oct-09,1824,2009
SALMON,PINK,SALMON GILLNET,Oct-09,5,2009
SALMON,CHUM,SALMON SEINE,Oct-09,1285025,2009
SALMON,COHO,SALMON SEINE,Oct-09,9,2009
SALMON,CHUM,SALMON TROLL,Oct-09,246049,2009
SKATE,SKATE,HOOK AND LINE,Oct-09,46982,2009
SKATE,SKATE,TRAWL,Oct-09,26547,2009
SOLE,SOLE,HOOK AND LINE,Oct-09,63,2009
SOLE,SOLE,TRAWL,Oct-09,310756,2009
TUNA,TUNA,ALBACORE JIG TROLL,Oct-09,105174,2009
TURBOT,TURBOT,TRAWL,Oct-09,49693,2009
DOGFISH,DOGFISH,HOOK AND LINE,Nov-09,132312,2009
DOGFISH,DOGFISH,TRAWL,Nov-09,16868,2009
FLOUNDER,FLOUNDER,TRAWL,Nov-09,17,2009
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Nov-09,252,2009
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Nov-09,37,2009
HAKE,HAKE,TRAWL,Nov-09,1148102,2009
HALIBUT,HALIBUT,HOOK AND LINE,Nov-09,207139,2009
HALIBUT,HALIBUT,TRAWL,Nov-09,226,2009
HERRING,OTHER HERRING,HERRING PURSE SEINE,Nov-09,46344,2009
LINGCOD,LINGCOD,HOOK AND LINE,Nov-09,23297,2009
LINGCOD,LINGCOD,TRAWL,Nov-09,83338,2009
OTHER FISH,OTHER FISH,OTHER SEINE,Nov-09,135187,2009
OTHER FISH,OTHER FISH,TRAWL,Nov-09,2533,2009
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Nov-09,201,2009
PACIFIC COD,PACIFIC COD,TRAWL,Nov-09,12991,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Nov-09,14,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Nov-09,94176,2009
POLLOCK,POLLOCK,TRAWL,Nov-09,750442,2009
REDUCTION,REDUCTION,TRAWL,Nov-09,309,2009
ROCKFISH,ROCKFISH,HOOK AND LINE,Nov-09,49495,2009
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Nov-09,2597,2009
ROCKFISH,ROCKFISH,TRAWL,Nov-09,565617,2009
SABLEFISH,SABLEFISH,HOOK AND LINE,Nov-09,43828,2009
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Nov-09,31618,2009
SABLEFISH,SABLEFISH,TRAWL,Nov-09,3067,2009
SALMON,CHUM,SALMON GILLNET,Nov-09,40766,2009
SALMON,CHUM,SALMON SEINE,Nov-09,1799,2009
SKATE,SKATE,HOOK AND LINE,Nov-09,9482,2009
SKATE,SKATE,TRAWL,Nov-09,8011,2009
SOLE,SOLE,HOOK AND LINE,Nov-09,71,2009
SOLE,SOLE,LONGLINE/TRAP,Nov-09,10,2009
SOLE,SOLE,TRAWL,Nov-09,96649,2009
TUNA,TUNA,ALBACORE JIG TROLL,Nov-09,26218,2009
TURBOT,TURBOT,TRAWL,Nov-09,16342,2009
DOGFISH,DOGFISH,HOOK AND LINE,Dec-09,44607,2009
DOGFISH,DOGFISH,TRAWL,Dec-09,2441,2009
FLOUNDER,FLOUNDER,TRAWL,Dec-09,1465,2009
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Dec-09,765,2009
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Dec-09,133,2009
HAKE,HAKE,TRAWL,Dec-09,12967,2009
HALIBUT,HALIBUT,HOOK AND LINE,Dec-09,2309,2009
HALIBUT,HALIBUT,TRAWL,Dec-09,49,2009
HERRING,OTHER HERRING,DIP NET,Dec-09,136,2009
HERRING,OTHER HERRING,HERRING PURSE SEINE,Dec-09,6160,2009
LINGCOD,LINGCOD,HOOK AND LINE,Dec-09,355,2009
LINGCOD,LINGCOD,TRAWL,Dec-09,92933,2009
OTHER FISH,OTHER FISH,TRAWL,Dec-09,3445,2009
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Dec-09,158,2009
PACIFIC COD,PACIFIC COD,TRAWL,Dec-09,80165,2009
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Dec-09,346209,2009
POLLOCK,POLLOCK,HOOK AND LINE,Dec-09,1,2009
POLLOCK,POLLOCK,TRAWL,Dec-09,433239,2009
REDUCTION,REDUCTION,TRAWL,Dec-09,40,2009
ROCKFISH,ROCKFISH,HOOK AND LINE,Dec-09,33870,2009
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Dec-09,5390,2009
ROCKFISH,ROCKFISH,TRAWL,Dec-09,1142657,2009
SABLEFISH,SABLEFISH,HOOK AND LINE,Dec-09,54821,2009
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Dec-09,108358,2009
SABLEFISH,SABLEFISH,TRAWL,Dec-09,20892,2009
SKATE,SKATE,HOOK AND LINE,Dec-09,3561,2009
SKATE,SKATE,TRAWL,Dec-09,44148,2009
SOLE,SOLE,HOOK AND LINE,Dec-09,77,2009
SOLE,SOLE,TRAWL,Dec-09,219482,2009
TURBOT,TURBOT,TRAWL,Dec-09,10370,2009
DOGFISH,DOGFISH,HOOK AND LINE,Jan-10,33074,2010
DOGFISH,DOGFISH,TRAWL,Jan-10,2972,2010
FLOUNDER,FLOUNDER,TRAWL,Jan-10,8333,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Jan-10,543,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Jan-10,38,2010
HAKE,HAKE,TRAWL,Jan-10,8083,2010
HALIBUT,HALIBUT,HOOK AND LINE,Jan-10,1138,2010
HALIBUT,HALIBUT,TRAWL,Jan-10,422,2010
HERRING,OTHER HERRING,HERRING PURSE SEINE,Jan-10,208559,2010
LINGCOD,LINGCOD,HOOK AND LINE,Jan-10,38,2010
LINGCOD,LINGCOD,TRAWL,Jan-10,14899,2010
OTHER FISH,OTHER FISH,TRAWL,Jan-10,3676,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Jan-10,251,2010
PACIFIC COD,PACIFIC COD,TRAWL,Jan-10,80895,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Jan-10,196852,2010
POLLOCK,POLLOCK,TRAWL,Jan-10,429169,2010
REDUCTION,REDUCTION,TRAWL,Jan-10,204,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Jan-10,13360,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Jan-10,6935,2010
ROCKFISH,ROCKFISH,TRAWL,Jan-10,991810,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Jan-10,143646,2010
SABLEFISH,SABLEFISH,TRAWL,Jan-10,9650,2010
SKATE,SKATE,HOOK AND LINE,Jan-10,2578,2010
SKATE,SKATE,TRAWL,Jan-10,64453,2010
SOLE,SOLE,HOOK AND LINE,Jan-10,98,2010
SOLE,SOLE,TRAWL,Jan-10,234239,2010
TURBOT,TURBOT,TRAWL,Jan-10,44917,2010
DOGFISH,DOGFISH,HOOK AND LINE,Feb-10,93515,2010
DOGFISH,DOGFISH,TRAWL,Feb-10,10413,2010
FLOUNDER,FLOUNDER,TRAWL,Feb-10,9671,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Feb-10,1412,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Feb-10,141,2010
HAKE,HAKE,TRAWL,Feb-10,70254,2010
HALIBUT,HALIBUT,HOOK AND LINE,Feb-10,5329,2010
HALIBUT,HALIBUT,TRAWL,Feb-10,401,2010
HERRING,ROE HERRING,HERRING DRIFT NET,Feb-10,1052,2010
HERRING,OTHER HERRING,HERRING PURSE SEINE,Feb-10,49375,2010
HERRING,OTHER HERRING,TRAWL,Feb-10,13,2010
LINGCOD,LINGCOD,HOOK AND LINE,Feb-10,265,2010
LINGCOD,LINGCOD,TRAWL,Feb-10,126741,2010
OTHER FISH,OTHER FISH,TRAWL,Feb-10,5160,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Feb-10,1586,2010
PACIFIC COD,PACIFIC COD,TRAWL,Feb-10,70677,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Feb-10,1,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Feb-10,394176,2010
POLLOCK,POLLOCK,TRAWL,Feb-10,894520,2010
REDUCTION,REDUCTION,TRAWL,Feb-10,109,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Feb-10,54692,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Feb-10,210,2010
ROCKFISH,ROCKFISH,TRAWL,Feb-10,1307202,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Feb-10,29052,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Feb-10,56412,2010
SABLEFISH,SABLEFISH,TRAWL,Feb-10,16053,2010
SKATE,SKATE,HOOK AND LINE,Feb-10,14235,2010
SKATE,SKATE,TRAWL,Feb-10,141378,2010
SOLE,SOLE,HOOK AND LINE,Feb-10,47,2010
SOLE,SOLE,TRAWL,Feb-10,377593,2010
TURBOT,TURBOT,TRAWL,Feb-10,82640,2010
DOGFISH,DOGFISH,HOOK AND LINE,Mar-10,130351,2010
DOGFISH,DOGFISH,TRAWL,Mar-10,35231,2010
FLOUNDER,FLOUNDER,TRAWL,Mar-10,548,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Mar-10,321,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Mar-10,2,2010
HAKE,HAKE,TRAWL,Mar-10,12932,2010
HALIBUT,HALIBUT,HOOK AND LINE,Mar-10,723255,2010
HALIBUT,HALIBUT,TRAWL,Mar-10,382,2010
HERRING,ROE HERRING,HERRING DRIFT NET,Mar-10,3243367,2010
HERRING,ROE HERRING,HERRING PURSE SEINE,Mar-10,4847279,2010
HERRING,OTHER HERRING,TRAWL,Mar-10,45,2010
LINGCOD,LINGCOD,HOOK AND LINE,Mar-10,294,2010
LINGCOD,LINGCOD,TRAWL,Mar-10,42898,2010
OTHER FISH,OTHER FISH,TRAWL,Mar-10,4960,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Mar-10,1426,2010
PACIFIC COD,PACIFIC COD,TRAWL,Mar-10,87768,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Mar-10,61,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Mar-10,251057,2010
POLLOCK,POLLOCK,HOOK AND LINE,Mar-10,2,2010
POLLOCK,POLLOCK,TRAWL,Mar-10,298172,2010
REDUCTION,REDUCTION,TRAWL,Mar-10,289,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Mar-10,71316,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Mar-10,4248,2010
ROCKFISH,ROCKFISH,TRAWL,Mar-10,1092817,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Mar-10,55154,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Mar-10,233541,2010
SABLEFISH,SABLEFISH,TRAWL,Mar-10,15239,2010
SKATE,SKATE,HOOK AND LINE,Mar-10,64949,2010
SKATE,SKATE,LONGLINE/TRAP,Mar-10,140,2010
SKATE,SKATE,TRAWL,Mar-10,37511,2010
SOLE,SOLE,HOOK AND LINE,Mar-10,68,2010
SOLE,SOLE,LONGLINE/TRAP,Mar-10,89,2010
SOLE,SOLE,TRAWL,Mar-10,288835,2010
TURBOT,TURBOT,TRAWL,Mar-10,61955,2010
DOGFISH,DOGFISH,HOOK AND LINE,Apr-10,134589,2010
DOGFISH,DOGFISH,TRAWL,Apr-10,1447,2010
FLOUNDER,FLOUNDER,TRAWL,Apr-10,938,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Apr-10,397,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Apr-10,58,2010
HAKE,HAKE,TRAWL,Apr-10,320772,2010
HALIBUT,HALIBUT,HOOK AND LINE,Apr-10,776811,2010
HALIBUT,HALIBUT,TRAWL,Apr-10,332,2010
HERRING,ROE HERRING,HERRING DRIFT NET,Apr-10,1009505,2010
HERRING,ROE HERRING,HERRING PURSE SEINE,Apr-10,167058,2010
HERRING,OTHER HERRING,TRAWL,Apr-10,56,2010
LINGCOD,LINGCOD,HOOK AND LINE,Apr-10,108954,2010
LINGCOD,LINGCOD,LONGLINE/TRAP,Apr-10,6,2010
LINGCOD,LINGCOD,TRAWL,Apr-10,27073,2010
OTHER FISH,OTHER FISH,TRAWL,Apr-10,4223,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Apr-10,2522,2010
PACIFIC COD,PACIFIC COD,LONGLINE/TRAP,Apr-10,11,2010
PACIFIC COD,PACIFIC COD,TRAWL,Apr-10,185232,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Apr-10,98,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE/TRAP,Apr-10,1,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Apr-10,355446,2010
POLLOCK,POLLOCK,TRAWL,Apr-10,4848,2010
REDUCTION,REDUCTION,TRAWL,Apr-10,59,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Apr-10,152972,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Apr-10,189,2010
ROCKFISH,ROCKFISH,TRAWL,Apr-10,1408817,2010
ROCKFISH,ROCKFISH,SALMON TROLL,Apr-10,818,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Apr-10,131779,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Apr-10,61367,2010
SABLEFISH,SABLEFISH,TRAWL,Apr-10,18560,2010
SALMON,CHINOOK,SALMON GILLNET,Apr-10,1778,2010
SALMON,CHINOOK,SALMON TROLL,Apr-10,29001,2010
SALMON,CHUM,SALMON TROLL,Apr-10,56,2010
SALMON,PINK,SALMON TROLL,Apr-10,7,2010
SKATE,SKATE,HOOK AND LINE,Apr-10,56474,2010
SKATE,SKATE,LONGLINE/TRAP,Apr-10,60,2010
SKATE,SKATE,TRAWL,Apr-10,31762,2010
SOLE,SOLE,HOOK AND LINE,Apr-10,79,2010
SOLE,SOLE,TRAWL,Apr-10,439879,2010
TURBOT,TURBOT,HOOK AND LINE,Apr-10,58,2010
TURBOT,TURBOT,TRAWL,Apr-10,55856,2010
DOGFISH,DOGFISH,HOOK AND LINE,May-10,132390,2010
DOGFISH,DOGFISH,TRAWL,May-10,43096,2010
FLOUNDER,FLOUNDER,TRAWL,May-10,687,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,May-10,275,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,May-10,106,2010
HAKE,HAKE,TRAWL,May-10,2857697,2010
HALIBUT,HALIBUT,HOOK AND LINE,May-10,479122,2010
HALIBUT,HALIBUT,TRAWL,May-10,314,2010
HERRING,OTHER HERRING,TRAWL,May-10,13,2010
LINGCOD,LINGCOD,HOOK AND LINE,May-10,109414,2010
LINGCOD,LINGCOD,TRAWL,May-10,25956,2010
LINGCOD,LINGCOD,SALMON TROLL,May-10,7,2010
OTHER FISH,OTHER FISH,LONGLINE/TRAP,May-10,88,2010
OTHER FISH,OTHER FISH,TRAWL,May-10,2423,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,May-10,1565,2010
PACIFIC COD,PACIFIC COD,TRAWL,May-10,250210,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,May-10,144,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,May-10,569019,2010
POLLOCK,POLLOCK,TRAWL,May-10,1712,2010
REDUCTION,REDUCTION,TRAWL,May-10,127,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,May-10,161599,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,May-10,425,2010
ROCKFISH,ROCKFISH,TRAWL,May-10,933411,2010
ROCKFISH,ROCKFISH,SALMON TROLL,May-10,1739,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,May-10,135254,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,May-10,13055,2010
SABLEFISH,SABLEFISH,TRAWL,May-10,27479,2010
SALMON,CHINOOK,SALMON GILLNET,May-10,34226,2010
SALMON,CHINOOK,SALMON TROLL,May-10,168501,2010
SALMON,CHUM,SALMON TROLL,May-10,33,2010
SALMON,COHO,SALMON TROLL,May-10,34,2010
SALMON,PINK,SALMON TROLL,May-10,3,2010
SKATE,SKATE,HOOK AND LINE,May-10,51247,2010
SKATE,SKATE,LONGLINE/TRAP,May-10,18,2010
SKATE,SKATE,TRAWL,May-10,24844,2010
SOLE,SOLE,HOOK AND LINE,May-10,64,2010
SOLE,SOLE,TRAWL,May-10,386544,2010
TURBOT,TURBOT,HOOK AND LINE,May-10,127,2010
