WEEK,GEAR,SPECIES,VALUE,WEEKSTART,DFOWEEKNUM,YEAR,MONTH,
093 SEP 14 - SEP 20,Troll,Sockeye,58,9/14/2008,93,2008,9,
093 SEP 12 - SEP 18,Troll,Sockeye,454589,9/12/2010,93,2010,9,
093 SEP 16 - SEP 22,Troll,Sockeye,57,9/16/2012,93,2012,9,
093 SEP 15 - SEP 21,Gillnet,Steelhead,96,9/15/1996,93,1996,9,
093 SEP 13 - SEP 19,Gillnet,Steelhead,261,9/13/1998,93,1998,9,
093 SEP 10 - SEP 16,Gillnet,Steelhead,53,9/10/2000,93,2000,9,
093 SEP 14 - SEP 20,Gillnet,Steelhead,95,9/14/2008,93,2008,9,
094 SEP 22 - SEP 28,Gillnet,Chinook,3140,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Gillnet,Chinook,6329,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Gillnet,Chinook,2834,9/20/1998,94,1998,9,
094 SEP 19 - SEP 25,Gillnet,Chinook,7193,9/19/1999,94,1999,9,
094 SEP 17 - SEP 23,Gillnet,Chinook,3102,9/17/2000,94,2000,9,
094 SEP 23 - SEP 29,Gillnet,Chinook,1343,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Gillnet,Chinook,5508,9/22/2002,94,2002,9,
094 SEP 21 - SEP 27,Gillnet,Chinook,7980,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Gillnet,Chinook,20112,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Gillnet,Chinook,13688,9/18/2005,94,2005,9,
094 SEP 24 - SEP 30,Gillnet,Chinook,2809,9/24/2006,94,2006,9,
094 SEP 23 - SEP 29,Gillnet,Chinook,4259,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Gillnet,Chinook,1823,9/21/2008,94,2008,9,
094 SEP 20 - SEP 26,Gillnet,Chinook,3615,9/20/2009,94,2009,9,
094 SEP 19 - SEP 25,Gillnet,Chinook,4654,9/19/2010,94,2010,9,
094 SEP 18 - SEP 24,Gillnet,Chinook,5483,9/18/2011,94,2011,9,
094 SEP 23 - SEP 29,Gillnet,Chinook,3166,9/23/2012,94,2012,9,
094 SEP 19 - SEP 25,Seine,Chinook,3,9/19/1999,94,1999,9,
094 SEP 21 - SEP 27,Troll,Chinook,163721,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Troll,Chinook,278946,9/20/1998,94,1998,9,
094 SEP 17 - SEP 23,Troll,Chinook,168918,9/17/2000,94,2000,9,
094 SEP 23 - SEP 29,Troll,Chinook,179989,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Troll,Chinook,186132,9/22/2002,94,2002,9,
094 SEP 21 - SEP 27,Troll,Chinook,18874,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Troll,Chinook,1269727,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Troll,Chinook,259751,9/18/2005,94,2005,9,
094 SEP 24 - SEP 30,Troll,Chinook,75431,9/24/2006,94,2006,9,
094 SEP 23 - SEP 29,Troll,Chinook,41008,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Troll,Chinook,96468,9/21/2008,94,2008,9,
094 SEP 20 - SEP 26,Troll,Chinook,8776,9/20/2009,94,2009,9,
094 SEP 19 - SEP 25,Troll,Chinook,2993,9/19/2010,94,2010,9,
094 SEP 23 - SEP 29,Troll,Chinook,141354,9/23/2012,94,2012,9,
094 SEP 22 - SEP 28,Gillnet,Chum,70840,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Gillnet,Chum,42273,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Gillnet,Chum,28671,9/20/1998,94,1998,9,
094 SEP 19 - SEP 25,Gillnet,Chum,66040,9/19/1999,94,1999,9,
094 SEP 17 - SEP 23,Gillnet,Chum,55920,9/17/2000,94,2000,9,
094 SEP 23 - SEP 29,Gillnet,Chum,82840,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Gillnet,Chum,42833,9/22/2002,94,2002,9,
094 SEP 21 - SEP 27,Gillnet,Chum,74340,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Gillnet,Chum,91011,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Gillnet,Chum,105077,9/18/2005,94,2005,9,
094 SEP 24 - SEP 30,Gillnet,Chum,81362,9/24/2006,94,2006,9,
094 SEP 23 - SEP 29,Gillnet,Chum,34647,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Gillnet,Chum,16650,9/21/2008,94,2008,9,
094 SEP 20 - SEP 26,Gillnet,Chum,1882,9/20/2009,94,2009,9,
094 SEP 19 - SEP 25,Gillnet,Chum,5982,9/19/2010,94,2010,9,
094 SEP 18 - SEP 24,Gillnet,Chum,18684,9/18/2011,94,2011,9,
094 SEP 23 - SEP 29,Gillnet,Chum,11431,9/23/2012,94,2012,9,
094 SEP 22 - SEP 28,Seine,Chum,410685,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Seine,Chum,199935,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Seine,Chum,46251,9/20/1998,94,1998,9,
094 SEP 19 - SEP 25,Seine,Chum,211714,9/19/1999,94,1999,9,
094 SEP 23 - SEP 29,Seine,Chum,16488,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Seine,Chum,122056,9/22/2002,94,2002,9,
094 SEP 21 - SEP 27,Seine,Chum,44759,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Seine,Chum,62183,9/19/2004,94,2004,9,
094 SEP 24 - SEP 30,Seine,Chum,71330,9/24/2006,94,2006,9,
094 SEP 18 - SEP 24,Seine,Chum,326,9/18/2011,94,2011,9,
094 SEP 22 - SEP 28,Troll,Chum,6519,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Troll,Chum,3687,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Troll,Chum,1647,9/20/1998,94,1998,9,
094 SEP 17 - SEP 23,Troll,Chum,230,9/17/2000,94,2000,9,
094 SEP 23 - SEP 29,Troll,Chum,738,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Troll,Chum,1638,9/22/2002,94,2002,9,
094 SEP 19 - SEP 25,Troll,Chum,3031,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Troll,Chum,3837,9/18/2005,94,2005,9,
094 SEP 24 - SEP 30,Troll,Chum,1173,9/24/2006,94,2006,9,
094 SEP 23 - SEP 29,Troll,Chum,346,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Troll,Chum,474,9/21/2008,94,2008,9,
094 SEP 19 - SEP 25,Troll,Chum,8,9/19/2010,94,2010,9,
094 SEP 23 - SEP 29,Troll,Chum,2364,9/23/2012,94,2012,9,
094 SEP 22 - SEP 28,Gillnet,Coho,4178,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Gillnet,Coho,1810,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Gillnet,Coho,2044,9/20/1998,94,1998,9,
094 SEP 19 - SEP 25,Gillnet,Coho,3620,9/19/1999,94,1999,9,
094 SEP 17 - SEP 23,Gillnet,Coho,4361,9/17/2000,94,2000,9,
094 SEP 21 - SEP 27,Gillnet,Coho,6777,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Gillnet,Coho,10727,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Gillnet,Coho,3330,9/18/2005,94,2005,9,
094 SEP 24 - SEP 30,Gillnet,Coho,12395,9/24/2006,94,2006,9,
094 SEP 23 - SEP 29,Gillnet,Coho,7661,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Gillnet,Coho,86,9/21/2008,94,2008,9,
094 SEP 20 - SEP 26,Gillnet,Coho,5318,9/20/2009,94,2009,9,
094 SEP 19 - SEP 25,Gillnet,Coho,15331,9/19/2010,94,2010,9,
094 SEP 18 - SEP 24,Gillnet,Coho,10568,9/18/2011,94,2011,9,
094 SEP 23 - SEP 29,Gillnet,Coho,5569,9/23/2012,94,2012,9,
094 SEP 22 - SEP 28,Seine,Coho,4178,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Seine,Coho,1497,9/21/1997,94,1997,9,
094 SEP 19 - SEP 25,Seine,Coho,1716,9/19/1999,94,1999,9,
094 SEP 21 - SEP 27,Seine,Coho,109,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Seine,Coho,318,9/19/2004,94,2004,9,
094 SEP 22 - SEP 28,Troll,Coho,381623,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Troll,Coho,7942,9/21/1997,94,1997,9,
094 SEP 23 - SEP 29,Troll,Coho,3395,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Troll,Coho,9599,9/22/2002,94,2002,9,
094 SEP 21 - SEP 27,Troll,Coho,6263,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Troll,Coho,6054,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Troll,Coho,131150,9/18/2005,94,2005,9,
094 SEP 24 - SEP 30,Troll,Coho,2847,9/24/2006,94,2006,9,
094 SEP 23 - SEP 29,Troll,Coho,4565,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Troll,Coho,53123,9/21/2008,94,2008,9,
094 SEP 20 - SEP 26,Troll,Coho,44117,9/20/2009,94,2009,9,
094 SEP 19 - SEP 25,Troll,Coho,75771,9/19/2010,94,2010,9,
094 SEP 18 - SEP 24,Troll,Coho,1020,9/18/2011,94,2011,9,
094 SEP 23 - SEP 29,Troll,Coho,28041,9/23/2012,94,2012,9,
094 SEP 22 - SEP 28,Gillnet,Pink,31,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Gillnet,Pink,1154,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Gillnet,Pink,9,9/20/1998,94,1998,9,
094 SEP 19 - SEP 25,Gillnet,Pink,1009,9/19/1999,94,1999,9,
094 SEP 17 - SEP 23,Gillnet,Pink,121,9/17/2000,94,2000,9,
094 SEP 23 - SEP 29,Gillnet,Pink,283,9/23/2001,94,2001,9,
094 SEP 21 - SEP 27,Gillnet,Pink,38,9/21/2003,94,2003,9,
094 SEP 18 - SEP 24,Gillnet,Pink,200,9/18/2005,94,2005,9,
094 SEP 23 - SEP 29,Gillnet,Pink,4,9/23/2007,94,2007,9,
094 SEP 20 - SEP 26,Gillnet,Pink,456,9/20/2009,94,2009,9,
094 SEP 18 - SEP 24,Gillnet,Pink,995,9/18/2011,94,2011,9,
094 SEP 22 - SEP 28,Seine,Pink,55,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Seine,Pink,44344,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Seine,Pink,1,9/20/1998,94,1998,9,
094 SEP 19 - SEP 25,Seine,Pink,52,9/19/1999,94,1999,9,
094 SEP 23 - SEP 29,Seine,Pink,10,9/23/2001,94,2001,9,
094 SEP 21 - SEP 27,Seine,Pink,1,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Seine,Pink,1,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Seine,Pink,47548,9/18/2011,94,2011,9,
094 SEP 22 - SEP 28,Troll,Pink,3226,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Troll,Pink,33468,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Troll,Pink,207,9/20/1998,94,1998,9,
094 SEP 17 - SEP 23,Troll,Pink,36,9/17/2000,94,2000,9,
094 SEP 23 - SEP 29,Troll,Pink,569,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Troll,Pink,117,9/22/2002,94,2002,9,
094 SEP 21 - SEP 27,Troll,Pink,1181,9/21/2003,94,2003,9,
094 SEP 18 - SEP 24,Troll,Pink,621,9/18/2005,94,2005,9,
094 SEP 23 - SEP 29,Troll,Pink,562,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Troll,Pink,669,9/21/2008,94,2008,9,
094 SEP 20 - SEP 26,Troll,Pink,211,9/20/2009,94,2009,9,
094 SEP 23 - SEP 29,Troll,Pink,85,9/23/2012,94,2012,9,
094 SEP 22 - SEP 28,Gillnet,Sockeye,1871,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Gillnet,Sockeye,3835,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Gillnet,Sockeye,3689,9/20/1998,94,1998,9,
094 SEP 19 - SEP 25,Gillnet,Sockeye,5736,9/19/1999,94,1999,9,
094 SEP 17 - SEP 23,Gillnet,Sockeye,127,9/17/2000,94,2000,9,
094 SEP 23 - SEP 29,Gillnet,Sockeye,42,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Gillnet,Sockeye,141,9/22/2002,94,2002,9,
094 SEP 21 - SEP 27,Gillnet,Sockeye,317,9/21/2003,94,2003,9,
094 SEP 19 - SEP 25,Gillnet,Sockeye,41,9/19/2004,94,2004,9,
094 SEP 18 - SEP 24,Gillnet,Sockeye,2298,9/18/2005,94,2005,9,
094 SEP 24 - SEP 30,Gillnet,Sockeye,137,9/24/2006,94,2006,9,
094 SEP 21 - SEP 27,Gillnet,Sockeye,28,9/21/2008,94,2008,9,
094 SEP 20 - SEP 26,Gillnet,Sockeye,56,9/20/2009,94,2009,9,
094 SEP 19 - SEP 25,Gillnet,Sockeye,8457,9/19/2010,94,2010,9,
094 SEP 18 - SEP 24,Gillnet,Sockeye,11592,9/18/2011,94,2011,9,
094 SEP 22 - SEP 28,Seine,Sockeye,289,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Seine,Sockeye,336292,9/21/1997,94,1997,9,
094 SEP 18 - SEP 24,Seine,Sockeye,51,9/18/2011,94,2011,9,
094 SEP 22 - SEP 28,Troll,Sockeye,382,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Troll,Sockeye,196902,9/21/1997,94,1997,9,
094 SEP 23 - SEP 29,Troll,Sockeye,2875,9/23/2001,94,2001,9,
094 SEP 22 - SEP 28,Troll,Sockeye,83,9/22/2002,94,2002,9,
094 SEP 19 - SEP 25,Troll,Sockeye,104,9/19/2004,94,2004,9,
094 SEP 23 - SEP 29,Troll,Sockeye,941,9/23/2007,94,2007,9,
094 SEP 21 - SEP 27,Troll,Sockeye,38,9/21/2008,94,2008,9,
094 SEP 19 - SEP 25,Troll,Sockeye,140958,9/19/2010,94,2010,9,
094 SEP 22 - SEP 28,Gillnet,Steelhead,144,9/22/1996,94,1996,9,
094 SEP 21 - SEP 27,Gillnet,Steelhead,12,9/21/1997,94,1997,9,
094 SEP 20 - SEP 26,Gillnet,Steelhead,236,9/20/1998,94,1998,9,
094 SEP 17 - SEP 23,Gillnet,Steelhead,107,9/17/2000,94,2000,9,
094 SEP 21 - SEP 27,Gillnet,Steelhead,18,9/21/2008,94,2008,9,
101 SEP 29 - OCT 05,Gillnet,Chinook,1386,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Gillnet,Chinook,3402,9/28/1997,101,1997,9,
101 SEP 27 - OCT 03,Gillnet,Chinook,1101,9/27/1998,101,1998,9,
101 SEP 26 - OCT 02,Gillnet,Chinook,3212,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Gillnet,Chinook,2857,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Gillnet,Chinook,1841,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Gillnet,Chinook,1619,9/29/2002,101,2002,9,
101 SEP 28 - OCT 04,Gillnet,Chinook,4772,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Gillnet,Chinook,12203,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Gillnet,Chinook,7493,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Gillnet,Chinook,511,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Gillnet,Chinook,5911,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Gillnet,Chinook,605,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Gillnet,Chinook,2175,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Gillnet,Chinook,7762,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Gillnet,Chinook,11341,9/25/2011,101,2011,9,
101 SEP 30 - OCT 06,Gillnet,Chinook,772,9/30/2012,101,2012,9,
101 SEP 28 - OCT 04,Seine,Chinook,37,9/28/1997,101,1997,9,
101 SEP 26 - OCT 02,Seine,Chinook,47,9/26/1999,101,1999,9,
101 SEP 28 - OCT 04,Troll,Chinook,91149,9/28/1997,101,1997,9,
101 SEP 27 - OCT 03,Troll,Chinook,355844,9/27/1998,101,1998,9,
101 SEP 26 - OCT 02,Troll,Chinook,8619,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Troll,Chinook,392616,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Troll,Chinook,211474,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Troll,Chinook,241580,9/29/2002,101,2002,9,
101 SEP 28 - OCT 04,Troll,Chinook,252017,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Troll,Chinook,82767,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Troll,Chinook,97697,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Troll,Chinook,359051,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Troll,Chinook,2344,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Troll,Chinook,164170,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Troll,Chinook,27766,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Troll,Chinook,83249,9/26/2010,101,2010,9,
101 SEP 30 - OCT 06,Troll,Chinook,94946,9/30/2012,101,2012,9,
101 SEP 29 - OCT 05,Gillnet,Chum,28970,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Gillnet,Chum,76049,9/28/1997,101,1997,9,
101 SEP 27 - OCT 03,Gillnet,Chum,109627,9/27/1998,101,1998,9,
101 SEP 26 - OCT 02,Gillnet,Chum,102868,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Gillnet,Chum,38773,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Gillnet,Chum,165149,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Gillnet,Chum,86176,9/29/2002,101,2002,9,
101 SEP 28 - OCT 04,Gillnet,Chum,213823,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Gillnet,Chum,272471,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Gillnet,Chum,215490,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Gillnet,Chum,502617,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Gillnet,Chum,269782,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Gillnet,Chum,108564,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Gillnet,Chum,142424,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Gillnet,Chum,75766,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Gillnet,Chum,150622,9/25/2011,101,2011,9,
101 SEP 30 - OCT 06,Gillnet,Chum,46955,9/30/2012,101,2012,9,
101 SEP 28 - OCT 04,Seine,Chum,127790,9/28/1997,101,1997,9,
101 SEP 26 - OCT 02,Seine,Chum,232687,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Seine,Chum,14764,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Seine,Chum,696889,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Seine,Chum,475696,9/29/2002,101,2002,9,
101 SEP 28 - OCT 04,Seine,Chum,129527,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Seine,Chum,60684,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Seine,Chum,159847,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Seine,Chum,2213867,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Seine,Chum,711147,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Seine,Chum,519132,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Seine,Chum,9,9/27/2009,101,2009,9,
101 SEP 30 - OCT 06,Seine,Chum,885096,9/30/2012,101,2012,9,
101 SEP 29 - OCT 05,Troll,Chum,6512,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Troll,Chum,4274,9/28/1997,101,1997,9,
101 SEP 27 - OCT 03,Troll,Chum,2503,9/27/1998,101,1998,9,
101 SEP 26 - OCT 02,Troll,Chum,2230,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Troll,Chum,4673,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Troll,Chum,67,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Troll,Chum,939,9/29/2002,101,2002,9,
101 SEP 28 - OCT 04,Troll,Chum,39470,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Troll,Chum,23136,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Troll,Chum,10093,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Troll,Chum,139652,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Troll,Chum,69431,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Troll,Chum,2111,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Troll,Chum,7935,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Troll,Chum,1832,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Troll,Chum,5360,9/25/2011,101,2011,9,
101 SEP 30 - OCT 06,Troll,Chum,6023,9/30/2012,101,2012,9,
101 SEP 29 - OCT 05,Gillnet,Coho,1246,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Gillnet,Coho,914,9/28/1997,101,1997,9,
101 SEP 27 - OCT 03,Gillnet,Coho,162,9/27/1998,101,1998,9,
101 SEP 26 - OCT 02,Gillnet,Coho,389,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Gillnet,Coho,2150,9/24/2000,101,2000,9,
101 SEP 28 - OCT 04,Gillnet,Coho,1701,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Gillnet,Coho,11863,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Gillnet,Coho,3032,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Gillnet,Coho,11682,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Gillnet,Coho,5642,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Gillnet,Coho,2291,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Gillnet,Coho,9489,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Gillnet,Coho,10727,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Gillnet,Coho,8399,9/25/2011,101,2011,9,
101 SEP 30 - OCT 06,Gillnet,Coho,4568,9/30/2012,101,2012,9,
101 SEP 28 - OCT 04,Seine,Coho,370,9/28/1997,101,1997,9,
101 SEP 26 - OCT 02,Seine,Coho,1419,9/26/1999,101,1999,9,
101 SEP 28 - OCT 04,Seine,Coho,57,9/28/2003,101,2003,9,
101 SEP 29 - OCT 05,Troll,Coho,205911,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Troll,Coho,11781,9/28/1997,101,1997,9,
101 SEP 30 - OCT 06,Troll,Coho,12681,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Troll,Coho,5512,9/29/2002,101,2002,9,
101 SEP 26 - OCT 02,Troll,Coho,52706,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Troll,Coho,11881,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Troll,Coho,8819,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Troll,Coho,46,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Troll,Coho,2937,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Troll,Coho,34671,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Troll,Coho,39883,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Troll,Coho,10344,9/25/2011,101,2011,9,
101 SEP 30 - OCT 06,Troll,Coho,32137,9/30/2012,101,2012,9,
101 SEP 29 - OCT 05,Gillnet,Pink,16,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Gillnet,Pink,127,9/28/1997,101,1997,9,
101 SEP 26 - OCT 02,Gillnet,Pink,525,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Gillnet,Pink,78,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Gillnet,Pink,185,9/30/2001,101,2001,9,
101 SEP 28 - OCT 04,Gillnet,Pink,2,9/28/2003,101,2003,9,
101 SEP 25 - OCT 01,Gillnet,Pink,48,9/25/2005,101,2005,9,
101 SEP 29 - OCT 06,Gillnet,Pink,339,9/30/2007,101,2007,9,
101 SEP 27 - OCT 03,Gillnet,Pink,3,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Gillnet,Pink,2,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Gillnet,Pink,761,9/25/2011,101,2011,9,
101 SEP 30 - OCT 06,Gillnet,Pink,1,9/30/2012,101,2012,9,
101 SEP 28 - OCT 04,Seine,Pink,4,9/28/1997,101,1997,9,
101 SEP 30 - OCT 06,Seine,Pink,2050,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Seine,Pink,21,9/29/2002,101,2002,9,
101 SEP 28 - OCT 04,Seine,Pink,1,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Seine,Pink,1,9/26/2004,101,2004,9,
101 OCT 01 - OCT 07,Seine,Pink,12,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Seine,Pink,24,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Seine,Pink,15,9/28/2008,101,2008,9,
101 SEP 30 - OCT 06,Seine,Pink,124,9/30/2012,101,2012,9,
101 SEP 29 - OCT 05,Troll,Pink,28971,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Troll,Pink,21115,9/28/1997,101,1997,9,
101 SEP 27 - OCT 03,Troll,Pink,207,9/27/1998,101,1998,9,
101 SEP 26 - OCT 02,Troll,Pink,970,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Troll,Pink,7,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Troll,Pink,120,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Troll,Pink,112,9/29/2002,101,2002,9,
101 SEP 28 - OCT 04,Troll,Pink,4,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Troll,Pink,350,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Troll,Pink,29,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Troll,Pink,24,10/1/2006,101,2006,10,
101 SEP 29 - OCT 06,Troll,Pink,2,9/30/2007,101,2007,9,
101 SEP 28 - OCT 04,Troll,Pink,437,9/28/2008,101,2008,9,
101 SEP 27 - OCT 03,Troll,Pink,415,9/27/2009,101,2009,9,
101 SEP 26 - OCT 02,Troll,Pink,3,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Troll,Pink,296,9/25/2011,101,2011,9,
101 SEP 29 - OCT 05,Gillnet,Sockeye,3504,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Gillnet,Sockeye,218,9/28/1997,101,1997,9,
101 SEP 27 - OCT 03,Gillnet,Sockeye,34,9/27/1998,101,1998,9,
101 SEP 26 - OCT 02,Gillnet,Sockeye,768,9/26/1999,101,1999,9,
101 SEP 24 - SEP 30,Gillnet,Sockeye,97,9/24/2000,101,2000,9,
101 SEP 30 - OCT 06,Gillnet,Sockeye,10,9/30/2001,101,2001,9,
101 SEP 29 - OCT 05,Gillnet,Sockeye,4051,9/29/2002,101,2002,9,
